,package,description,category
11909,,"['mom', 'wallet', 'trusted', 'secure', 'mobile', 'recharge', 'utility', 'bill', 'dth', 'payment', 'go', 'service', 'provider', 'available', 'bill', 'payment', 'fastest', 'way', 'recharge', 'mobile', 'pay', 'bill', 'mom', 'wallet', 'let', 'pay', 'go', 'recharge', 'pre-paid', 'mobile', 'number', 'airtel', 'vodafone', 'reliance', 'idea', 'bsnl', 'tata', 'docomo', 'aircel', 'loop', 'mobile', 'uninor', 'videocon', 'mt', 'mtnl', 'pay', 'postpaid', 'mobile', 'bill', 'payment', 'airtel', 'idea', 'tata', 'docomo', 'tata', 'vodafone', 'recharge', 'dth', 'videocon', 'd2h', 'tata', 'sky', 'reliance', 'big', 'tv', 'sun', 'direct', 'airtel', 'dth', 'dish', 'tv', 'pay', 'utility', 'bill', 'gas', 'electricity', 'transfer', 'money', 'family', 'friend', 'transfer', 'money', 'bank', 'account', 'transact', 'e-commerce', 'portal']",Shopping
11912,,"['view', 'latest', 'coupon', 'also', 'let', 'print', 'coupon', 'directly', 'printer', 'save', 'money', 'using', 'coupon']",Shopping
11994,,"['best', 'technology', 'enter', 'world', 'paper', 'fan', 'trony', 'reward', 'loyalty', 'giving', 'discount', 'coupon', 'reserving', 'many', 'exclusive', 'offer', 'went', 'store', 'trony', 'coupon', 'product', 'catalog', 'read', 'review', 'receive', 'dedicated', 'offer', 'promotion', 'find', 'already', 'card', 'request', 'fan', 'trony', 'paper', 'fan', 'digital', 'check', 'balance', 'point', 'view', 'coupon', 'fan', 'store', 'receive', 'offer', 'dedicated', 'look', 'store', 'near', 'browse', 'promotional', 'flyer', 'stay', 'connected', 'favorite', 'store', 'ask', 'assistance', 'enter', 'product', 'catalog', 'framing', 'bar', 'code', 'access', 'technical', 'review', 'already', 'made', 'purchase', 'discover', 'unlock', 'exclusive', 'offer', 'multimedia', 'content', 'reader', 'qrcode', 'stay', 'date', 'latest', 'technological', 'news']",Shopping
12004,,"['aliexpress', 'online', 'shopping', 'marketplace', 'fingertip', 'million', 'people', 'around', 'world', 'found', 'favorite', 'item', 'u', 'perhaps', 'neighbor', 'friend', 'already', 'fallen', 'love', 'shopping', 'aliexpress', 'customer', 'access', 'great', 'product', 'incredible', 'price', 'buying', 'directly', 'seller', 'china', 'mean', 'buy', 'product', 'anywhere', 'else', 'much', 'lower', 'price', 'buyer', 'aliexpress', 'access', 'choice', 'million', 'product', 'find', 'anything', 'wish', 'among', 'large', 'product', 'selection', 'anything', 'clothing', 'shoe', 'accessory', 'car', 'part', 'electronics', 'baby', 'care', 'item', 'even', 'find', 'range', 'different', 'customizable', 'product', 'another', 'reason', 'fall', 'love', 'aliexpress', 'give', 'shipping', 'product', 'addition', 'aliexpress', 'offer', 'great', 'value', 'daily', 'deal', 'regular', 'promotion', 'thousand', 'coupon', 'giveaway', 'aliexpress', 'make', 'shopping', 'easy', 'convenient', 'around', 'world']",Shopping
12030,,"['rakuten', 'service']",Shopping
12133,,"['fashion', 'gadget', 'miss', 'incredible', 'discount', 'special', 'offer', 'everyday', 'million', 'user', 'choose', 'qoo10', 'no.1', 'shopping', 'mall', 'pore', 'enjoy', 'shopping', 'anytime', 'anywhere', 'blast']",Shopping
12201,,"['buyhatke', 'india', 'fastest', 'growing', 'price', 'comparison', 'engine', 'india', 'give', 'smooth', 'browsing', 'experience', 'major', 'shopping', 'portal', 'comparing', 'price', 'showing', 'best', 'coupon', 'deal', 'telling', 'best', 'time', 'buy', 'product', 'give', 'easy', 'fast', 'way', 'compare', 'price', 'million', 'product', 'online', 'shopping', 'fetch', 'best', 'price', 'different', 'category', 'mobile', 'book', 'laptop', 'camera', 'tablet', 'hard', 'disk', 'microwave', 'help', 'navigate', 'credible', 'online', 'shopping', 'portal', 'make', 'purchase', 'lowest', 'price', 'discover', 'shop', 'apparel', 'footwear', 'many', 'category', 'ensure', 'cheapest', 'price', 'give', 'price', 'graph', 'every', 'product', 'major', 'shopping', 'portal', 'amazon', 'flipkart', 'jabong', 'myntra', 'snapdeal', 'save', 'shopping', 'online', 'telling', 'right', 'time', 'product', 'best', 'price', 'help', 'set', 'price', 'drop', 'alert', 'know', 'price', 'drop', 'favorite', 'product', 'across', 'site', 'flipkart', 'jabong', 'myntra', 'amazon', 'snapdeal', 'always', 'lowest', 'price', 'shopping', 'get', 'discounted', 'price', 'showing', 'discount', 'coupon', 'voucher', 'best', 'deal', 'checkout', 'following', 'portal', 'myntra', 'jabong', 'snapdeal', 'makemytrip', 'amazon', 'yatra', 'flipkart', 'ebay', 'cleartrip', 'domino', 'foodpanda', 'checkout', 'particular', 'myntra', 'jabong', 'ebay', 'snapdeal', 'etc', 'show', 'list', 'coupon', 'code', 'specially', 'designed', 'show', 'coupon', 'button', 'best', 'coupon', 'without', 'navigating', 'checkout', 'going', 'frustrating', 'process', 'search', 'coupon', 'application', 'check', 'price', 'india', 'product', 'across', 'different', 'shopping', 'portal', 'compare', 'price', 'set', 'price', 'drop', 'alert', 'coupon', 'code', 'deal', 'make', 'great', 'online', 'shopping', 'decision', 'come', 'across', 'comparison', 'shopping', 'site', 'junglee', 'mysmartprice', 'smartprix', '91mobiles', 'would', 'absolutely', 'love', 'version', 'available', 'windowstore', 'online', 'shopping', 'lover', 'waiting', 'grab']",Shopping
12549,,"['airtel', 'money', 'recharge', 'pay', 'bill', 'transfer', 'money', 'anytime', 'anywhere', 'completely', 'safe', 'data', 'charge', 'activation', 'fee', 'give', 'best', 'value', 'recharges', 'see', 'offer', 'range', 'service', 'prepaid', 'mobile', 'recharge', 'airtel', 'vodafone', 'idea', 'bsnl', 'mtnl', 'tata', 'docomo', 'aircel', 'uninor', 'mt', 'videocon', 'loop', 'mobile', 'tata', 'indicom', 'virgin', 'mobile', 'dth', 'recharge', 'airtel', 'dish', 'tv', 'sun', 'tv', 'videocon', 'd2h', 'tata', 'sky', 'datacard', 'recharge', 'tata', 'photon', 'mt', 'mblaze', 'instant', 'money', 'transfer', 'bank', 'top', 'bank', 'ifsc', 'code', 'bank', 'account', 'number', 'postpaid', 'land', 'line', 'bill', 'airtel', 'widest', 'range', 'electricity', 'board', 'andhra', 'pradesh', 'central', 'power', 'ap', 'chattisgarh', 'chattisgarh', 'state', 'electricity', 'board', 'delhi', 'ncr', 'bs', 'rajdhani', 'bs', 'yamuna', 'tata', 'power', 'ndpl', 'dakshin', 'haryana', 'dhvbn', 'maharashtra', 'mseb', 'best', 'reliance', 'energy', 'jharkhand', 'jusco', 'rajasthan', 'jaipur', 'jodhpur', 'vidyut', 'vitran', 'jvvnl', 'shop', 'online', 'site', 'including', 'myntra', 'bookmyshow', 'jabong', 'etc', 'choose', 'airtel', 'money', 'option', 'payment', 'load', 'money', 'wallet', 'using', 'mastercard', 'visa', 'debit', 'credit', 'card', 'directly', 'using', 'bank', 'account', 'unmatched', 'offer', 'discount', 'prepaid', 'recharge', 'offer', 'full', 'talk', 'time', 'recharge', 'prepaid', 'r', 'data', 'charge', 'usage', 'usage', 'completely', 'utilize', 'mobile', 'data', 'connection', 'activation', 'fee', 'lot', 'exciting', 'offer', 'discount', 'online', 'shopping', 'bill', 'payment', 'full', 'list', 'offer', 'please', 'visit', '//airtel.in/money/exciting-offers/', 'note', 'service', 'currently', 'available', 'airtel', 'subscriber', 'airtel', 'money', 'rbi-authorized', 'payment', 'service', 'airtel', 'money', 'download', 'load', 'money', 'wallet', 'using', 'bank', 'account', 'credit', 'card', 'term', 'apply', 'available', 'recharging', 'phone', 'please', 'visit', 'www.airtel.in/money', 'detailed', 'term']",Shopping
12577,,"['downloads', 'v.2.1', 'live', 'tile', 'mango', 'v.2.2', 'currency', 'add', 'photo', 'product', 'v.2.3', 'language', 'german', 'minor', 'improvement', 'v.2.4', 'language', 'italian', 'minor', 'improvement', 'v.2.5', 'language', 'russian', 'improvement', 'v.2.6', 'language', 'portuguese', 'improvement', 'v.2.7', 'photo', 'issue', 'fixed', 'minor', 'improvement', 'shopping', 'list', 'make', 'possible', 'shopping', 'list', 'comfortably', 'quicky', 'able', 'create', 'shopping', 'list', 'look', 'update', 'keep', 'check', 'sold', 'pending', 'product', 'share', 'friend', 'even', 'know', 'expense', 'wide', 'catalogue', 'product', 'photo', 'available', 'also', 'create', 'item', 'edit', 'existing', 'one', 'shopping', 'able', 'see', 'current', 'pending', 'expense', 'updated', 'mark', 'bought', 'product', 'available', 'language', 'english', 'spanish', 'french', 'german', 'italian', 'update', 'v.2.0', 'feature', 'clear', 'list', 'performance', 'improved', 'minor', 'bug', 'fixed']",Shopping
12647,,"['official', 'snapdeal.com', 'window', 'store', 'shake', 'phone', 'surprise', 'every', 'day', 'snapdeal.com', 'india', 'largest', 'online', 'shopping', 'featuring', 'wide', 'array', 'product', 'multiple', 'category', 'mobile', 'phone', 'laptop', 'tv', 'digital', 'camera', 'apparel', 'footwear', 'watch', 'many', 'enjoy', 'great', 'online', 'shopping', 'experience', 'device', 'official', 'snapdeal.com', 'window', 'featuring', 'user-friendly', 'interface', 'help', 'browse', 'multiple', 'product', 'category', 'grouped', 'intuitive', 'easy', 'navigate', 'manner', 'application', 'allows', 'user', 'view', 'review', 'specification', 'making', 'purchase/order', 'enjoy', 'on-the-go', 'online', 'shopping', 'snapdeal', 'user', 'sign-in', 'quick', 'access', 'online', 'product', 'availability', 'shop', 'favorite', 'brand', 'order', 'delivered', 'shipping', 'service', 'city', 'within', 'india', 'install', 'snapdeal', 'secure', 'shopping', 'experience', 'finger-tips', 'anywhere', 'anytime', 'available', 'window', 'phone', 'store', 'shopping', 'lover', 'ready', 'download', 'compatible', 'window', 'operating', 'system', 'snapdeal', 'million', 'member', 'snapdeal.com', 'popular', 'e-commerce', 'destination', 'million', 'internet', 'user', 'across', 'india', 'wide', 'assortment', 'quality', 'product', 'number', 'indian', 'international', 'brand']",Shopping
12897,,"['recharge', 'prepaid', 'mobile', 'find', 'suitable', 'recharge', 'product', 'price', 'exact', 'ireff', 'quickest', 'easiest', 'way', 'latest', 'recharge', 'plan', 'offer', 'information', 'browse', 'common', 'benefit', 'category', 'topup', 'sm', 'data', 'gprs', '2g', '3g', 'local', 'std', 'isd', 'find', 'detail', 'topup', 'voucher', 'special', 'tariff', 'voucher', 'stv', 'combo', 'voucher', 'full', 'talk', 'time', 'offer', 'data', 'updated', 'daily', 'operator', 'bsnl', 'supported', 'experimental', 'basis', 'updated', 'every', 'week', 'tariff', 'shown', 'based', 'published', 'operator', 'applicable', 'ec', 'easy', 'recharge', 'retail', 'mobile', 'recharge', 'shop', 'mode', 'recharge', 'please', 'confirm', 'service', 'provider', 'tariff', 'published', 'operator', 'currently', 'information', 'across', 'applicable', 'telecom', 'circle', 'airtel', 'aircel', 'bsnl', 'mtnl', 'idea', 'loop', 'mobile', 'mt', 'reliance', 'gsm', 'reliance', 'cdma', 'tata', 'docomo', 'tata', 'indicom', 't24', 'uninor', 'videocon', 'virgin', 'mobile', 'cdma', 'virgin', 'mobile', 'gsm', 'vodafone', 'please', 'keep', 'updated', 'latest', 'version', 'case', 'problem', 'please', 'u', 'care', 'ireff.in']",Shopping
13001,,"['banggood', 'unofficial', 'discover', 'latest', 'greatest', 'gadget', 'rc', 'electronics', 'clothing', 'toy', 'iphone', 'ipad', 'accessory', 'diy', 'watch', 'much', 'comfort', 'phone', 'proud', 'delivered', 'million', 'order', 'across', 'globe', 'dedicated', 'giving', 'best', 'price', 'shopping', 'experience', '1.see', 'hot', '2.browse', 'search', 'product', '3.view', 'flash', 'deal', '4.full', 'shopping', 'cart', 'access', '5.check', 'order', 'status', '6.add', 'product', 'wish', 'list', '7.read', 'customer', 'review', 'product', '8.access', 'product', 'discussion', '9.pay', 'purchase', 'paypal', '10.full', 'access', 'banggood', 'account', '11.contact', 'team', 'browse', 'category', '1.hobbies', 'outdoor', '2.digital', 'life', '3.men', 'fashion', '4.women', 'fashion', '5.lifestyle', '6.jewelry', 'watch', '7.health', 'beauty', 'discover', 'shopping', 'fun', 'best', 'bang', 'buck', 'banggood']",Shopping
13056,,"['incredible', 'shopping', 'paradise', 'newest', 'product', 'latest', 'trend', 'bestselling', 'item', 'singapore', 'japan', 'korea', 'u', 'world', 'highly', 'discounted', 'price']",Shopping
13252,,"['india', 'mobile', 'wallet', 'mobile', 'recharge', 'bill', 'payment', 'fully', 'secure', 'service', 'fee', 'mobikwik', 'provides', 'india', 'best', 'mobile', 'recharge', 'bill', 'payment', 'experience', 'go', 'using', 'mobikwik', 'mobile', 'wallet', 'recharge', 'mobile', 'pay', 'bill', 'online', 'shopping', 'various', 'merchant', 'ebay', 'bookmyshow', 'domino', 'redbus', 'etc', 'avail', 'exclusive', 'offer', 'online', 'money', 'transfer', 'friend', 'family', 'recharge', 'service', 'provided', 'prepaid', 'mobile', 'recharge', 'airtel', 'vodafone', 'reliance', 'idea', 'bsnl', 'tata', 'docomo', 'aircel', 'loop', 'mobile', 'uninor', 'videocon', 'mt', 'postpaid', 'mobile', 'bill', 'payment', 'airtel', 'vodafone', 'idea', 'docomo', 'reliance', 'dth', 'satellite', 'tv', 'recharge', 'tata', 'sky', 'dish', 'tv', 'sun', 'direct', 'airtel', 'dth', 'videocon', 'd2h', 'reliance', 'big', 'tv', 'data', 'card', 'recharge', 'tata', 'photon', 'mt', 'mblaze', 'reliance', 'netconnect', 'idea', 'netsetter', 'electricity', 'bill', 'payment', 'ndpl', 'bs', 'yamuna', 'bs', 'rajdhani', 'reliance', 'energy', 'mseb', 'mumbai', 'landline', 'bill', 'payment', 'airtel', 'mtnl', 'reliance', 'communication', 'tata', 'communication', 'gas', 'bill', 'payment', 'mahanagar', 'gas', 'limited', 'life', 'insurance', 'policy', 'payment', 'icici', 'prudential', 'indiafirst', 'tata', 'aig', 'birla', 'sunlife', 'key', 'mobikwik', 'mobile', 'recharge', 'window', 'phone', 'small', 'size', 'fast', 'light', 'mobile', 'phone', 'bandwidth', 'consumption', 'work', 'well', '3g', 'well', '2g', 'connection', 'park', 'money', 'mobikwik', 'wallet', 'make', 'simple', 'fast', 'hassle', 'payment', 'without', 'hopping', 'merchant', 'payment', 'gateway', 'bank', 'back', 'back', 'pay', 'click', 'lot', 'payment', 'option', 'including', 'sbi', 'state', 'bank', 'india', 'hdfc', 'bank', 'icici', 'bank', 'axis', 'bank', 'whether', 'credit', 'card', 'debit', 'card', 'internet', 'banking', 'visa', 'mastercard', 'maestro', 'diner', 'discover', 'card', 'supported', 'directly', 'pick', 'contact', 'list', 'recharge', 'browse', 'plan', 'mobile', 'operator', 'airtel', 'recharge', 'vodafone', 'recharge', 'idea', 'recharge', 'docomo', 'recharge', 'reliance', 'recharge', 'aircel', 'recharge', 'bsnl', 'recharge', 'mtnl', 'recharge', 'etc', 'tag', 'mobile', 'recharge', 'online', 'recharge', 'recharge', 'dth', 'recharge', 'data', 'card', 'recharge', 'landline', 'bill', 'payment', 'electricity', 'bill', 'payment', 'gas', 'bill', 'payment', 'insurance', 'policy', 'payment', 'window', 'phone', 'coupon', 'offer', 'shopping', 'wallet', 'money', 'transfer', 'try', 'best', 'mobile', 'recharge', 'query', 'please', 'file', 'ticket', 'visiting', ""'ll"", 'back', 'within', 'hour']",Shopping
13271,,"['power', 'torque', 'better', 'mpg', 'vehicle', 'ecu', 'map', 'dramatically', 'improve', 'vehicle', 'performance', 'improve', 'mpg', 'uk', 'largest', 'ecu', 'programming', 'service', 'dealer', 'group/franchise', 'dealer', 'approved', 'installation', 'centre', 'represented', 'country', 'quantum', 'tuning', 'truly', 'global', 'brand', 'best', 'chip', 'tuning', 'company', 'market', 'leader', 'remapping', 'chip', 'tuning', 'across', 'range', 'vehicle', 'every', 'month', 'includes', 'car', 'van', 'motorhomes', 'truck', 'tractor', 'uk', 'leader', 'dpf', 'solution', 'quality', 'led', 'business', 'care', 'passionately', 'check', 'trustpilot', 'rating', 'see', 'customer', 'think', 'u', 'employ', 'experienced', 'talented', 'people', 'industry', 'combined', 'enthusiastic', 'skilled', 'national', 'dealer', 'team', 'leading', 'remapping', 'chiptuning', 'business', 'uk', 'change', 'hardware', 'vehicle', 'modify', 'operating', 'parameter', 'ecu', 'program', 'map', 'many', 'case', 'map', 'stored', 'ecu', 'processor', 'accessed', 'via', 'on-board', 'diagnostics', 'port', 'obd', 'vehicle', 'normally', 'found', 'dashboard', 'newer', 'model', 'ecu', 'removed', 'vehicle', 'casing', 'opened', 'technician', 'specialist', 'tool', 'read', 'original', 'map', 'straight', 'processing', 'chip', 'technician', 'upload', 'original', 'map', 'map', 'writing', 'team', 'adjust', 'parameter', 'maximise', 'performance', 'fuel', 'economy', 'clever', 'blend', 'depending', 'vehicle', 'ecu', 'type', 'chip', 'tuning', 'process', 'take', 'hour', 'time', 'wish', 'return', 'vehicle', 'ecu', 'original', 'default', 'setting', 'done', 'easily', 'charge', 'always', 'keep', 'copy', 'original', 'software', 'backup']",Shopping
13538,,"['blank', 't-shirt', 'apparel', 'minimum', 'order', 'membership', 'account', 'required', 'supply', 'store', 'shirt', 'printer', 'buy', 'low', 'price', 'store', 'men', 'woman', 'lady', 'tee', 'hoodies', 'v-neck', 'shirt', 'long', 'sleeve', 't-shirt', 'business', 'since']",Shopping
13602,,"['application', 'allows', 'browse', 'india', 'top', 'online', 'shopping', 'site', 'place.become', 'smart', 'shopper', 'comparing', 'product', 'different', 'site', 'choose', 'best', 'offer', 'available.you', 'also', 'look', 'discount', 'offer', 'available', 'internet', '.so', 'wait', 'compare', 'shop']",Shopping
13751,,"['find', 'thousand', 'electronics', 'consumer', 'product', 'find', 'best', 'deal', ""'price"", 'check', 'india', 'powered', ""'pricecheckindia.com"", 'brings', 'best', 'best', 'deal', 'explore', 'product', 'category', 'product', 'compare', 'price', 'product', 'major', 'indian', 'online', 'store', 'find', 'best', 'deal', 'securely', 'redirected', 'online', 'store', 'buy', 'item', 'explore', 'category', 'search', 'product', 'search', 'quickly', 'product', 'variety', 'category', 'browse', 'product', 'across', 'following', 'major', 'online', 'store', 'flipkart', 'ebay', 'amazon', 'homeshop18', 'infibeam', 'snapdeal', 'croma', 'tradus', 'indiatimes', 'shopclues', 'zoomin', 'rediff', 'saholic', 'themobilestore', 'univercell', 'disclaimer', 'us', 'official', 'api', 'pricecheckindia.com', 'data', 'provided', 'owner', 'api', 'please', 'refer', 'privacy', 'policy', 'information', 'handling', 'user', 'data']",Shopping
13752,,"['coupon', 'king', 'india', 'stop', 'got', 'coupon', 'discount', 'deal', 'internet', 'indian', 'online', 'consumer', 'extra', 'ordinary', 'saving', 'huge', 'range', 'discount', 'offer', 'different', 'online', 'store', 'ebay', 'amazon', 'makemytrip.com', 'yatra', 'many', 'variety', 'different', 'product', 'latest', 'trending', 'popular', 'deal', 'enjoy', 'whole', 'lot', 'discount']",Shopping
13917,,"['using', 'ncix.com', 'mobile', 'shopping', 'canada', 'premier', 'online', 'computer', 'store', 'easier', 'ever', 'optimized', 'window', 'easier', 'navigate', 'touchscreen', 'load', 'faster', 'using', 'safe', 'secure', 'quickly', 'browse', 'view', 'weekly', 'sale', 'access', 'full', 'product', 'catalogue', 'powerful', 'search', 'engine', 'quickly', 'find', 'product', 'please', 'note', 'accept', 'order', 'shipping', 'canadian', 'destination', 'please', 'international', 'order']",Shopping
13997,,"['snapdeal', 'window', 'gateway', 'fast', 'easy', 'secure', 'mobile', 'shopping', 'experience', 'on-the-go', 'snapdeal', 'widest', 'assortment', 'million', 'product', 'category', 'mobile', 'phone', 'electronics', 'fashion', 'footwear', 'watch', 'jewellery', 'making', 'india', 'largest', 'online', 'marketplace', 'shop', 'anywhere', 'anytime', 'india', 'favorite', 'online', 'shopping', 'destination', 'secure', 'payment', 'protection', 'guarantee', 'trustpay', '7-day-easy', 'return', 'fast', 'on-time', 'delivery', 'shipping', 'city', 'india', 'track', 'order', 'status', 'authentic', 'shop', 'vast', 'selection', 'genuine', 'high-quality', 'product', 'unbeatable', 'price', 'top', 'brand', 'find', 'brand', 'fashion', 'apparel', 'vero', 'moda', 'hidesign', 'carlton', 'london', 'gas', 'popular', 'best', 'selling', 'electronics', 'include', 'acer', 'infocus', 'jbl', 'samsung', 'micromax', 'access', 'instant', 'notification', 'offer', 'discount', 'daily', 'promotion', 'exclusive', 'deal', 'convenient', 'pay', 'using', 'credit/debit', 'card', 'emi', 'netbanking', 'cash-on-delivery', 'freecharge', 'cashback', 'explore', 'view', 'multiple', 'product', 'image', 'item', 'detail', 'specification', 'review', 'rating', 'compare', 'price', 'user-friendly', 'enjoy', 'clean', 'immersive', 'design', 'navigate', 'swiftly', 'easily', 'across', 'category', 'share', 'recommend', 'product', 'whatsapp', 'facebook', 'refer', 'friend', 'family', 'win', 'reward', 'shortlist', 'save', 'item', 'love', 'shortlist', 'shop', 'later', 'date', 'discover', 'check', 'personalized', 'curated', 'collection', 'hand-picked', 'item', 'great', 'choice', 'unbeatable', 'price', 'find', 'favorite', 'brand', 'across', 'popular', 'category', 'mobile', 'phone', 'electronics', 'fashion', 'footwear', 'watch', 'jewellery', 'home', 'appliance', 'much', 'discover', 'trendy', 'style', 'vast', 'selection', 'top', 'apparel', 'brand', 'vero', 'moda', 'puma', 'hidesign', 'carlton', 'london', 'gas', 'shop', 'best', 'selling', 'brand', 'electronics', 'acer', 'infocus', 'jbl', 'samsung', 'micromax', 'browse', 'million', 'product', 'user-friendly', 'view', 'product', 'image', 'item', 'detail', 'specification', 'review', 'rating', 'access', 'exclusive', 'deal', 'discount', 'find', 'big', 'saving', 'daily', 'promotion', 'real-time', 'notification', 'offer', 'upcoming', 'event', 'make', 'life', 'easy', 'snapdeal', 'expanded', 'offering', 'include', 'online', 'recharge', 'bill', 'payment', 'using', 'freecharge', 'pay', 'prepaid', 'mobile', 'recharges', 'postpaid', 'mobile', 'bill', 'electricity', 'bill', 'dth', 'recharges', 'second', 'account', 'credential', 'work', 'freecharge', 'snapdeal', 'save', 'account', 'detail', 'snapdeal', 'quick', 'repeat', 'experience', 'enjoy', 'amazing', 'discount', 'cashback', 'transaction', 'across', 'platform', 'satisfaction', 'guarantee', 'buy', 'product', 'confidence', 'using', 'snapdeals', 'trustpay', 'payment', 'protection', 'guarantee', 'choose', 'variety', 'safe', 'convenient', 'payment', 'option', 'track', 'order', 'delivery', 'status', '7-day-easy', 'return', 'policy', 'make', 'easy', 'return', 'replace', 'item', 'cancel', 'order', 'time', 'delivery', 'order', 'delivered', 'on-time', 'using', 'shipping', 'service', 'city', 'india', 'shop', 'anywhere', 'anytime', 'work', 'work', 'window', 'later', 'version']",Shopping
14095,,"['redlaser', 'barcode', 'scanner', 'qr', 'code', 'reader', 'shop', 'smarter', 'redlaser', 'secret', 'weapon', 'smart', 'shopper', 'scan', 'barcodes', 'search', 'item', 'make', 'sure', 'information', 'including', 'product', 'detail', 'rating', 'review', 'pricing', 'say', 'redlaser', 'truly', 'shopper', 'dream', 'come', 'true', 'v3.0', 'redesigned', 'ui', 'home', 'provides', 'product', 'recommendation', 'specifically', 'browse', 'online', 'local', 'deal', 'save', 'even', 'money', 'redlaser', 'store', 'loyalty', 'card', 'redlaser', 'instead', 'carrying', 'packed', 'wallet', 'scan', 'major', 'retail', 'barcodes', 'including', 'upc', 'ean', 'upc-e', 'ean-8', 'qr', 'code', 'search', 'price', 'thousand', 'online', 'retailer', 'million', 'product', 'search', 'hundred', 'local', 'retailer', 'compare', 'price', 'find', 'nearest', 'location', 'even', 'check', 'book', 'library', 'product', 'description', 'review', 'nutritional', 'information', 'make', 'right', 'decision', 'digitize', 'wallet', 'scanning', 'storing', 'loyalty', 'card', 'even', 'share', 'card', 'family', 'friend', 'find', 'deal', 'coupon', 'many', 'merchant', 'view', 'top', 'deal', 'day', 'browse', 'deal', 'store', 'view', 'popular', 'product', 'scanned', 'redlaser', 'user', 'create', 'personalized', 'qr', 'code', 'info', 'contact', 'url', 'location', 'powerful', 'qr', 'code', 'engine', 'create', 'shopping', 'wish', 'gift', 'list', 'share', 'friend', 'family', 'also', 'great', 'archiving', 'book', 'cd', 'dvd', 'even', 'wine', 'collection', 'keyword', 'voice', 'image', 'recognition', 'search', 'find', 'best', 'deal', 'even', 'barcode', 'handy', 'alt', 'red', 'laser', 'redlazer', 'lazer']",Shopping
14349,,"['yellow', 'leader', 'local', 'mobile', 'search', 'find', 'ease', 'collectively', 'eighty', 'million', 'listing', 'served', 'monthly', 'user', 'yellowpages', 'leader', 'local', 'mobile', 'search™', 'know', 'data', 'best', 'greatly', 'appreciate', 'feedback', 'please', 'u', 'idea', 'comment', 'end', 'user', 'license', 'agreement', '//avantar.us/license/']",Shopping
14449,,"['shop', 'river', 'island', 'using', 'hybrid', 'application', 'bringing', 'everything', 'offer', 'along', 'native', 'window', 'live', 'tile', 'bar', 'full', 'screen', 'design', 'ensure', 'keep', 'date', 'latest', 'fashion', 'sharing', 'favourite', 'look', 'friend', 'quickly', 'access', 'information', 'via', 'familiar', 'window', 'bar', 'search', 'application', 'desktop', 'provide', 'rating', 'review', 'give', 'u', 'feedback', 'benefit', 'browse', 'shop', 'river', 'island', 'go', 'view', 'trend', 'style', 'insider', 'full', 'checkout', 'multicurrency', 'eur', 'usd', 'gbp', 'via', 'credit', 'card', 'paypal', 'live', 'window', 'tile', 'store', 'locator', 'size', 'guide', 'window', 'search', 'share', 'charm', 'window', 'variable', 'screen', 'size', 'integration', 'account', 'info', 'faq']",Shopping
14480,,"['extra', 'established', 'saudi', 'arabia', 'united', 'electronics', 'company', 'uec', 'provide', 'customer', 'complete', 'shopping', 'experience', 'consumer', 'electronics', 'home', 'appliance', 'extra', 'offer', 'leading', 'international', 'brand', 'stock', 'extensive', 'product', 'range', 'including', 'tv', 'audio', 'system', 'computer', 'mobile', 'phone', 'communication', 'camera', 'home', 'appliance', 'personal', 'care', 'product', 'product', 'range', 'supported', 'comprehensive', 'sale', 'service', 'extended', 'warrantee', 'home', 'delivery', 'ac', 'installation', 'addition', 'offer', 'anytime', 'anywhere', 'computer', 'maintenance', 'remote', 'assistance', 'phone', 'hour', 'day', 'week', 'mobile', 'setup', 'total', 'back-up', 'maintenance', 'trade', 'mark', 'force', 'dedicated', 'service', 'center', 'across', 'kingdom', 'extra', 'also', 'offer', 'household', 'machine', 'electronics', 'repair', 'today', 'million', 'shopper', 'extra', 'destination', 'popular', 'electronics', 'store', 'store', 'across', 'kingdom', 'saudi', 'arabia', 'store', 'bahrain', 'oman', 'extra', 'provides', 'application', 'updated', 'latest', 'promotion', 'never', 'miss', 'offer', 'browse', 'find', 'latest', 'electronics', 'home', 'appliance', 'saudi', 'arabia', 'bahrain', 'oman', 'market', 'price', 'specification', 'suitable', 'accessory', 'think', 'lucky', 'register', 'chance', 'win', 'valuable', 'gift', 'extra', 'always', 'love', 'hear', 'customer', 'feel', 'u', 'phone', 'number', 'provided', 'application', 'simply', 'fill', 'feedback', 'form', 'application', 'available', 'arabic', 'english', 'share', 'application', 'link', 'product', 'store', 'location', 'via', 'twitter', 'facebook']",Shopping
