,package,description,category
1496,,"['home', 'cure', 'full', 'home', 'remedy', 'offer', 'natural', 'cure', 'type', 'ailment', 'simple', 'natural', 'ingredient', 'kitchen', 'visit', 'doctor', 'give', 'simple', 'natural', 'cure', 'common', 'ailment', 'side', 'effect', 'additional', 'feature', 'user', 'also', 'add', 'remedy', 'particular', 'ailment', 'user', 'provide', 'remedy', 'along', 'description', 'remedy', 'also', 'upload', 'image', 'along', 'benefit', 'user', 'sharing', 'knowledge', 'information']",Health & fitness
1498,,"['green', 'health', 'provides', 'information', 'live', 'life', 'green', 'provide', 'information', 'herbal', 'plant', 'indian', 'ayurveda', 'treatment', 'basic', 'yoga', 'green', 'health', 'happy', 'life', 'giving', 'information', 'essential', 'natural', 'thing', 'know']",Health & fitness
1510,,"['lower', 'ab', 'exercise', 'middle', 'ab', 'exercise', 'oblique', 'exercise', 'serratus', 'anterior', 'exercise', 'upper', 'ab', 'exercise', 'day', 'diet', 'plan', 'weight', 'loss', 'exercise', 'strengthen', 'abdominal', 'core', 'muscle', 'lose', 'body', 'fat', 'concept', 'may', 'sound', 'simple', 'putting', 'action', 'quite', 'challenging', 'take', 'dedication', 'time', 'patience', 'six', 'pack', 'end', 'effort', 'well', 'worth', 'six', 'pack', 'ab', 'two', 'thing', 'lose', 'fat', 'build', 'muscle', 'dieting', 'exercising', 'daily', 'toned', 'muscular', 'ab', 'show', 'layer', 'fat', 'article', 'discus', 'way', 'accomplish', 'goal']",Health & fitness
1511,,"['brings', 'personal', 'trainer', 'phone', 'video', 'showing', 'exercise', '1.butt', 'workout', 'bottom', '2.daily', 'butt', 'workout', '3.sitting', 'pretty', '4.tight', 'butt', '5.best', 'butt', 'workout', '6.legs', 'butt', 'workout', '7.tips', '8.butt', 'workout', 'video', '9.butt', 'workout', 'gallery', '10.butt', 'workout', 'clear', 'instruction']",Health & fitness
1512,,"['gym', 'problem', 'total-body', 'workout', 'super-fit', 'body', 'provides', 'enough', 'resistance', 'sculpt', 'lean', 'sexy', 'physique']",Health & fitness
1514,,"['love', 'everything', 'yoga', 'love', 'stretching', 'muscle', 'perfecting', 'pose', 'refreshing', 'mind', 'yoga', 'around', 'year', 'today', 'evolved', 'different', 'type', 'yoga', 'yoga', 'type', 'right', 'read', 'quick', 'introduction', 'common', 'style', 'yoga', 'benefit']",Health & fitness
1515,,"['diet', 'rigorous', 'exercise', 'application', 'nobody', 'stick', 'long', 'instead', 'simple', 'way', 'make', 'weight', 'loss', 'natural', 'part', 'life', 'already', 'live', 'guess', 'fun', 'give', 'food', 'love', 'join', 'gym', 'balancing', 'calorie', 'tiny', 'way', 'add', 'big', 'benefit', 'adopt', 'trick', 'naturally', 'lean', 'people', 'pick', 'one', 'stick', 'slim', 'tone', 'good', 'hope', 'application', 'useful', 'lose', 'weight', 'naturally', 'please', 'give', 'back', 'valuable', 'feedback']",Health & fitness
1517,,"['strong', 'core', 'reduces', 'likelihood', 'lower', 'back', 'hamstring', 'problem', 'help', 'day-to-day', 'activity', 'lifting', 'toddler', 'yoga', 'class', 'maintain', 'balance', 'longer', 'period', 'time', 'move', 'easily', 'trick', 'targeting', 'crucial', 'muscle', 'around', 'middle', 'core', 'made', 'around', 'muscle', 'connect', 'leg', 'hip', 'spine', 'rib', 'cage', 'keep', 'torso', 'stable', 'mover', 'shaker', 'include', 'oblique', 'side', 'muscle', 'rotate', 'torso', 'rectus', 'abdominis', 'ra', 'contour', 'form', 'famously', 'drool-worthy', 'six-pack', 'whose', 'main', 'function', 'flex', 'trunk', 'deep', 'transverse', 'abdominis', 'tva', 'act', 'corset', 'around', 'midsection', 'well', 'stabilizing', 'muscle', 'hip', 'lower', 'back', 'following', 'yoga', 'pose', 'application', 'astounding', 'ab']",Health & fitness
1518,,"['dumbbell', 'exercise', 'complete', 'animated', 'diagram', 'dumbbell', 'exercise', 'form', 'integral', 'part', 'strength', 'training', 'program', 'used', 'develop', 'various', 'different', 'element', 'strength', 'maximal', 'strength', 'hypertrophy', 'muscle', 'mass', 'explosive', 'power', 'strength', 'endurance', 'chest', 'dumbbell', 'exercise', 'shoulder', 'dumbbell', 'exercise', 'back', 'dumbbell', 'exercise', 'biceps', 'dumbbell', 'exercise', 'triceps', 'dumbbell', 'exercise', 'leg', 'dumbbell', 'exercise']",Health & fitness
1521,,"['application', 'tell', 'common', 'health', 'problem', 'pregnancy.your', 'body', 'great', 'deal', 'pregnancy', 'sometimes', 'change', 'taking', 'place', 'cause', 'irritation', 'discomfort', 'occasion', 'may', 'seem', 'quite', 'alarming', 'rarely', 'alarm', 'mention', 'anything', 'worrying', 'maternity', 'team', 'think', 'something', 'may', 'seriously', 'wrong', 'trust', 'judgement', 'touch', 'midwife', 'doctor', 'straight', 'away', 'application', 'show', 'following', 'pregnancy', 'problem', 'backache', 'pelvic', 'joint', 'pain', 'constipation', 'cramp', 'deep', 'vein', 'thrombosis', 'dvt', 'faintness', 'feeling', 'hot', 'pregnancy', 'headache', 'high', 'blood', 'pressure', 'pre-eclampsia', 'incontinence', 'wetting', 'soiling', 'indigestion', 'heartburn', 'itching', 'leaking', 'nipple', 'nausea', 'morning', 'sickness', 'nose', 'bleeds', 'passing', 'water', 'often', 'pile', 'haemorrhoid', 'severe', 'itching', 'obstetric', 'cholestasis', 'skin', 'hair', 'change', 'sleeplessness', 'slow-growing', 'baby', 'stretch', 'mark', 'swollen', 'ankle', 'foot', 'finger', 'teeth', 'gum', 'vaginal', 'discharge', 'vaginal', 'bleeding', 'varicose', 'vein', 'hope', 'application', 'help', 'pregnancy', 'times.please', 'give', 'valuable', 'feed', 'back']",Health & fitness
1527,,"['given', 'choice', ""'d"", 'opt', 'c-span', 'current', 'ab', 'routine', 'time', 'change', 'good', 'news', 'ho-hum', 'crunch', 'ticket', 'flat', 'ab', 'right', 'yoga', 'move', 'makeover', 'ab', 'routine', 'build', 'strong', 'sexy', 'core', 'efficiently', 'already', 'know', 'toned', 'torso', 'look', 'strong', 'core', 'reduces', 'likelihood', 'lower', 'back', 'hamstring', 'problem', 'help', 'day-to-day', 'activity', 'lifting', 'toddler', 'yoga', 'class', 'maintain', 'balance', 'longer', 'period', 'time', 'move', 'easily', 'trick', 'targeting', 'crucial', 'muscle', 'around', 'middle', 'core', 'made', 'around', 'muscle', 'connect', 'leg', 'hip', 'spine', 'rib', 'cage', 'keep', 'torso', 'stable', 'mover', 'shaker', 'include', 'oblique', 'side', 'muscle', 'rotate', 'torso', 'rectus', 'abdominis', 'ra', 'contour', 'form', 'famously', 'drool-worthy', 'six-pack', 'whose', 'main', 'function', 'flex', 'trunk', 'deep', 'transverse', 'abdominis', 'tva', 'act', 'corset', 'around', 'midsection', 'well', 'stabilizing', 'muscle', 'hip', 'lower', 'back']",Health & fitness
1529,,"['discover', 'last', 'diet', 'plan', 'ever', 'reduce', 'burn', 'calorie', 'lose', 'weight', 'right', 'way', 'burning', 'enough', 'calorie', 'informative', 'guide', 'learn', '-a', 'great', 'substitute', 'butter', 'margarine', '-how', 'remove', 'fat', 'cheese', '-what', 'water', 'suppress', 'appetite', '-how', 'eat', 'fast', 'food', 'still', 'lose', 'weight', '-the', 'truth', 'reduced', 'fat', 'claim', '-how', 'order', 'eating', '-how', 'spice', 'burn', 'calorie', '-why', 'veggie', 'sandwich', 'may', 'best', 'choice', 'way', 'burn', 'calorie', 'sure', 'find', 'work', 'best', 'hope', 'feel', 'application', 'informative', 'please', 'give', 'back', 'valuable', 'feed', 'back']",Health & fitness
1531,,"['instant', 'calm', 'machine', 'quiet', 'dragon', 'fear', 'anger', 'clear', 'mind', 'wrapped', 'inspirational', 'design', 'provide', 'effective', 'technique', 'calm', 'nerve', 'reduce', 'stress', 'increase', 'focus', 'approach', 'used', 'based', 'cognitive-behavioral', 'therapy', 'yogic', 'abdominal', 'breathing', 'pranayama', 'main', 'screen', 'present', 'circle', 'disc', 'center', 'begin', 'put', 'finger', 'disc', 'gently', 'inhale', 'nose', 'lower', 'belly', 'circle', 'expand', 'whilst', 'holding', 'center', 'breathing', 'peak', 'reached', 'hold', 'breath', 'moment', 'longer', 'release', 'finger', 'fully', 'exhale', 'mouth', 'wait', 'moment', 'taking', 'another', 'breath', 'gain', 'maximum', 'calming', 'effect', 'prevent', 'hyperventilating', 'start', 'continue', 'calm', 'recommended', 'regular', 'basis', 'maximum', 'effect', 'information', 'found', 'focusing', 'breathing', 'whilst', 'tap-and-holding', 'regain', 'mental', 'balance', 'regulate', 'emotion', 'reduce', 'stress', 'newly', 'added', 'scheduled', 'live', 'tile', 'toast', 'notification', 'reduce', 'base', 'level', 'stress', 'anxiety', 'reminding', 'throughout', 'day', 'take', 'moment', 'breathe', 'make', 'comfortable', 'technique', 'practice', 'least', 'five', 'minute', 'twice', 'day', 'used', 'calm', 'helpful', 'companion', 'mobile', 'device', 'wherever', 'go', 'side', 'wait', 'fight-or-flight', 'response', 'kick', 'causing', 'even', 'stress', 'try', 'today', 'enjoy', 'peace', 'mind']",Health & fitness
1532,,"['give', 'great', 'diet', 'tip', 'exercise', 'includes', '1.lose', 'belly', 'fat', 'diet', 'plan', '2.lose', 'belly', 'fat', 'recipe', '3.lose', 'belly', 'fat', 'exercise', 'etc', '1.learn', 'lose', 'belly', 'fat', 'fast', 'little', 'effort', '2.how', 'flat', 'stomach', 'still', 'eating', 'food', 'love', '3.find', 'way', 'toned', 'tummy', 'without', 'exercise', '4.learn', 'celebrity', 'trick', 'flat', 'ab', 'download', 'review', 'great', 'information']",Health & fitness
1533,,"['build', 'strong', 'ab', 'six', 'week', 'radical', 'program', 'attack', 'belly', 'beast', 'power', 'ab', 'program', 'focus', 'streamline', 'waist', 'getting', 'rid', 'flab', 'also', 'etch', 'deep', 'abdominal', 'muscle', 'whenever', 'take', 'shirt', 'six-pack', 'clearly', 'visible', 'key', 'look', 'low-fat', 'diet', 'knew', 'training', 'ab', 'weight', 'may', 'known']",Health & fitness
1534,,"['detox', 'twist', 'fire-building', 'yoga', 'sequence', 'believe', 'power', 'building', 'internal', 'fire', 'celebrate', 'end', 'summer', 'move', 'fierce', 'twisting', 'sequence', 'load', 'vinyasas', 'downward', 'facing', 'dog', 'pose', 'standing', 'forward', 'bend', 'pose', 'warrior', 'open', 'triangle', 'pose', 'extended', 'side', 'angle', 'pose', 'rotated', 'side', 'angle', 'pose', 'chair', 'pose', 'eagle', 'pose', 'side', 'fierce', 'one-legged', 'seated', 'spinal', 'twist', 'savasana']",Health & fitness
1536,,"['tight', 'butt', 'defies', 'gravity', 'butt', 'workout']",Health & fitness
1539,,"['application', 'provide', 'different', 'kind', 'workout', 'related', 'biceps', 'chest', 'ab', 'shoulder', 'leg', 'wight', 'loss', 'exercise', 'triceps', 'day', 'diet', 'plan', 'helpful', 'health', 'fitness', 'given', 'clear', 'instruction', 'tip', 'related', 'picture', 'every', 'workout', 'hope', 'feel', 'workout', 'informative', 'hd', 'workout', 'video', 'biceps', 'workout', 'chest', 'workout', 'ab', 'workout', 'shoulder', 'workout', 'leg', 'workout', 'weight', 'loss', 'workout', 'day', 'diet', 'plan', 'please', 'give', 'back', 'valuable', 'feed', 'back']",Health & fitness
1569,,"['guide', 'every', 'step', 'way', 'healthier', 'started', 'today', 'tracking', 'sleep', 'step', 'activity', 'smart', 'coach', 'guide', 'better', 'choice', 'intelligent', 'guide', 'give', 'personalized', 'tip', 'personal', 'coach', 'standing', 'smart', 'coach', 'intelligent', 'guide', 'learns', 'grows', 'go', 'beyond', 'showing', 'data', 'offer', 'tailored', 'advice', 'make', 'better', 'choice', 'reach', 'goal', 'faster', 'track', 'workout', 'whether', 'training', 'big', 'event', 'step', 'routine', 'track', 'activity', 'push', 'reach', 'best', 'streak', 'milestone', 'idle', 'alert', 'track', 'sleep', 'track', 'sleep', 'insight', 'energy', 'next', 'day', 'best', 'compete', 'friend', 'cheer', 'friend', 'family', 'fun', 'beating', 'health', 'goal', 'moving', 'sleeping', 'better', 'compatibility', 'window', 'currently', 'fitness', 'tracker', 'compatible', 'device', 'band', 'future', 'recommended', 'window', 'device', 'sensor', 'core', 'motion', 'data', 'take', 'advantage', 'step', 'tracking', 'capability']",Health & fitness
1571,,"['medwhat', 'intelligent', 'personal', 'medical', 'health', 'assistant', 'automatically', 'provide', 'contextual', 'answer', 'question', 'posed', 'natural', 'language', 'question', 'asked', 'voice', 'typing', 'user', 'create', 'quick', 'anonymous', 'health', 'profile', 'telling', 'medwhat', 'age', 'gender', 'current', 'medical', 'condition', 'allowing', 'medwhat', 'provide', 'personalized', 'answer', 'contextual', 'conversation', 'user', 'following', 'relevant', 'medical', 'question', 'pushing', 'health', 'notification', 'reminder', 'phone']",Health & fitness
1574,,"['find', 'healthiest', 'food', 'eat', 'various', 'purpose', 'cause', 'issue', 'food', 'wonderfully', 'delicious', 'health-promoting', 'importantly', 'taste', 'good', 'list', 'includes', 'best', 'food', 'easy', 'weight', 'loss', 'best', 'food', 'flat', 'ab', 'best', 'food', 'healthy', 'skin', 'best', 'food', 'lowering', 'cholesterol', 'best', 'food', 'managing', 'diabetes', 'best', 'food', 'pregnancy', 'list', 'included', 'nutrient-rich', 'food', 'among', 'best', 'source', 'many', 'essential', 'nutrient', 'optimal', 'health', 'food', 'lose', 'weight', 'look', 'healthier', 'skin', 'look', 'better', 'diabetes', 'keep', 'sugar', 'level', 'check', 'also', 'wanted', 'include', 'familiar', 'readily', 'available', 'food', 'trouble', 'getting', 'local', 'market', 'spend', 'fortune', 'eat', 'healthy', 'pdf', 'ebook', 'gift', 'inside', 'simple', 'weight', 'loss', 'recipe']",Health & fitness
1575,,"['jogging', 'tracker', 'automatic', 'stopwatch', 'user', 'track', 'running', 'track', 'measure', 'improve', 'fitness', 'track', 'fitness', 'activity', 'including', 'distance', 'time', 'speed', 'calorie', 'record', 'run', 'analyze', 'performance', 'compatible', 'window', 'window', 'automatically', 'track', 'running', 'using', 'location', 'stop', 'exactly', 'pas', 'selected', 'distance', 'much', 'easy', 'sport', 'tracker', 'store', 'analyze', 'training', 'session', 'device', 'created', 'jogging', 'tracker', 'competitive', 'person', 'track', 'progress', 'running', 'great', 'know', 'still', 'initial', 'state', 'came', 'even', 'great', 'future', 'jogging', 'tracker', 'show', 'following', 'data', 'display', 'make', 'best', 'tracker', 'run', 'time', 'path', 'distance', 'start', 'end', 'point', 'current', 'speed', 'trace', 'route', 'calorie', 'charge', 'track', 'fitness', 'track', 'almost', 'distance-based', 'sport', 'including', 'duration', 'speed', 'distance', 'calorie', 'audio', 'feedback', 'every', 'mile/km', 'enter', 'indoor', 'workout', 'manually', 'analyze', 'performance', 'keep', 'full', 'training', 'diary', 'view', 'daily', 'training', 'volume', 'analyze', 'performance', 'split', 'time', 'workout', 'challenge', 'set', 'workout', 'goal', 'let', 'audio', 'coach', 'reach', 'cool', 'idea', 'jogging', 'tracker', 'write', 'comment', 'read', 'try', 'implement', 'best', 'useful']",Health & fitness
1586,,"['bubble', 'stress', 'relief', 'simple', 'anti', 'stress', 'relax', 'virtual', 'bubble', 'wrap', 'excellent', 'stress', 'reliever', 'simple', 'start', 'press', 'bubble', 'finger', 'make', 'burst', 'whenever', 'feel', 'pressure', 'rising', 'take', 'smartphone', 'take', 'stress', 'virtual', 'bubble', 'wrap', 'relax', 'sight', 'bursting', 'bubble', 'bubble', 'wrap', 'stress', 'reliever', 'virtual', 'bubble', 'wrap', 'kill', 'time', 'waiting', 'line', 'waiting', 'appointment', 'long', 'flight', 'bus', 'ride', 'train', 'ride', 'important', 'add', 'comment/rate', 'please', 'read', 'advice', 'click', 'scroll', 'future', 'planning', 'develop', 'application', 'increasing', 'functionality', 'adding', 'future', 'idea', 'please', 'send', 'u', 'via', 'examobile.com', 'write', 'comment', 'develop', 'accordingly', 'serf', 'well', 'would', 'wish', 'pleasant', 'time', 'using', 'also', 'invite', 'visit', 'www.examobile.com', 'facebook', 'fun', '//www.facebook.com/examobile']",Health & fitness
1597,,"['pregnancy', 'pal', 'help', 'keep', 'track', 'happening', 'week', 'week', 'baby', 'along', 'countdown', 'detail', 'baby', 'development', 'would', 'see', 'included', 'let', 'know', 'gimbal', 'live.co.uk']",Health & fitness
1623,,"['yogadownload.com', 'minute', 'online', 'yoga', 'session', 'relax', 'become', 'centered', 'bring', 'balance', 'body', 'mind', 'soul', 'choose', 'wide-variety', 'yoga', 'style', 'theme', 'perfect', 'mood', 'day', 'week', 'convenient', 'way', 'access', 'minute', 'yoga', 'session', 'yogadownload.com', ""'re"", 'always', 'connected', 'latest', 'episode', 'instant', 'access', 'touch']",Health & fitness
1762,,"['sleepwin', 'easy-to-use', 'alarm', 'clock', 'add-on', 'tracking', 'movement', 'recording', 'sound', 'sleep', 'us', 'recorded', 'data', 'graphic', 'visualization', 'sleep', 'statistic', 'sleep', 'debt', 'also', 'possible', 'add', 'sleep', 'record', 'manually', 'allows', 'manage', 'unique', 'sleep', 'diary', 'smart', 'alarm', 'enabled', 'application', 'us', 'movement', 'data', 'adjust', 'alarm', 'clock', 'suitable', 'moment', 'waking', 'trial', 'version', 'sleep', 'tracking', 'functionality', 'work', 'restriction', 'two', 'week', 'installation', 'sleep', 'tracking', 'functionality', 'disabled', 'able', 'create', 'record', 'manually', 'continue', 'using', 'full', 'sleep', 'tracking', 'functionality', 'trial', 'expiration', 'please', 'consider', 'buying', 'window', 'store', 'addition', 'backup/restore', 'functionality', 'ringtones', 'application', 'background']",Health & fitness
1780,,"['hearing', 'range', 'tester', 'take', 'unscientific', 'hearing', 'test', 'exposed', 'loud', 'sound', 'damage', 'ear', 'age', 'gradually', 'lose', 'high-frequency', 'hearing', '50hz', '18000hz', 'tone', 'human', 'hear', 'frequency', 'generated', 'find', 'hearing', 'cut', 'try', 'trial', 'version', 'fully', 'unlimited']",Health & fitness
1794,,"['sixpack', 'ab', 'gain', 'weight', 'feel', 'ease', 'change', 'lifestyle', 'start', 'eating', 'breakfast', 'difficulty', 'start', 'couple', 'glass', 'water', 'large', 'cup', 'coffee', 'right', 'wake', ""'ll"", 'go', 'easy', 'prepare', 'stomach', 'back', 'work', 'cut', 'amount', 'dinner', 'little', 'little', 'exercise', 'start', 'slow', 'increase', 'pace', 'and/or', 'repetition', 'comfortable', 'attempting', 'lifestyle', 'change', 'drastic', 'sudden', 'manner', 'backfire', 'sell', 'short', 'everyone', 'ab', 'fat', 'covering', 'lose', 'fat', 'strengthen', 'ab', 'keep', 'hydrated', 'drink', 'lot', 'water', 'eat', 'healthy', 'deprive', 'food', 'make', 'sick', 'genetic', 'fact', 'people', 'always', 'little', 'fat', 'muscle', 'layer', ""'d"", 'way', 'nature', 'forcing', 'body', 'lose', 'dangerous', 'effort', 'opinion', 'weight', 'loss', 'muscle', 'training', 'routine', 'nose', 'everyone', ""'re"", 'different', 'end', 'find', 'something', 'enjoy', 'stick', 'life', 'time', 'modify', 'result', 'right', 'may', 'record-keeper', 'plan', 'book', 'exercise', 'program', 'exercise', 'journal', 'fantastic', 'purpose', 'enter', 'daily', 'information', 'journal', ""'re"", 'putting', 'together', 'complete', 'record', 'referred', 'back', 'future', 'supplement', 'useful', 'advertise', 'supplement', 'magic', 'pill', 'make', 'lose', 'weight', 'work', 'supplement', 'lose', 'weight', 'increasing', 'metabolism', 'helping', 'curb', 'appetite', 'still', 'work', 'tend', 'snake', 'oil', 'really', 'give', 'result', 'costing', 'great', 'deal', 'money', 'remember', 'even', 'supplement', 'still', 'require', 'consumer', 'watch', 'diet', 'increase', 'exercise', 'simple', 'multivitamin', 'mineral', 'pill', 'likely', 'people', 'many', 'people', 'abdominal', 'muscle', 'off-set', 'give', 'illusion', 'pack', 'pack', 'even', 'pack', 'depending', 'upon', 'genetics', 'thickness', 'ab', 'present', 'level', 'body', 'fat', 'make', 'sure', 'stretch', 'exercise', 'could', 'injure', 'unless', 'watching', 'weight', 'another', 'reason', 'ignore', 'reading', 'scale', 'may', 'decreasing', 'body', 'fat', 'weight', 'may', 'stay', 'even', 'increase', 'build', 'muscle', 'muscle', 'tissue', 'denser', 'fat', 'heavier', 'volume', 'fat', 'water', 'weight', 'also', 'vary', 'reading', 'surprisingly', 'large', 'amount', 'avoid', 'drinking', 'excessive', 'alcohol', 'slow', 'metabolism', 'make', 'photo', 'diary', 'body', 'take', 'picture', 'often', 'month', 'fine', 'study', 'picture', 'intensely', 'since', 'might', 'motivated', 'see', 'difference', 'consistent', 'diet', 'exercise', 'see', 'change', 'monthly', 'keep', 'mind', 'wo', 'see', 'change', 'mirror', 'everyday', 'since', 'small', 'improvement', 'try', 'swimming', 'effective', 'way', 'exercising', 'whole', 'body', 'especially', 'ab', 'sure', 'exercise', 'back', 'muscle', 'much', 'abdominal', 'muscle', 'might', 'develop', 'poor', 'posture', 'make', 'sure', 'give', 'adequate', 'amount', 'rest', 'hr', 'adult', 'hr', 'kid', 'teenager', 'exercising', 'actually', 'break', 'muscle', 'give', 'proper', 'time', 'heal', 'eat', 'proper', 'food', 'grow', 'back', 'stronger']",Health & fitness
1797,,"['ease', 'morning', 'using', 'gentlest', 'alarm', 'clock', 'window', 'phone', 'mute', 'alarm', 'shaking', 'phone', 'check', 'remaining', 'sleeping', 'time', 'sleep', 'graph', 'light', 'bedroom', 'using', 'nightlight', 'led', 'flashlight', 'bright', 'light', 'version', 'popular', 'gentle', 'alarm', 'clock', 'gentle', 'pre-alarm', 'pre-alarm', 'wake', 'gently', 'minute', 'selected', 'alarm', 'time', 'set', 'pre-alarm', 'volume', 'low', 'hardly', 'hear', 'give', 'brain', 'possibility', 'slowly', 'return', 'deep', 'sleep', 'stage', 'thus', 'waking', 'much', 'easier', 'pre-alarm', 'light', 'bedroom', 'bright', 'screen', 'main', 'alarm', 'main', 'alarm', 'clock', 'make', 'sure', ""'ll"", 'wake', 'using', 'louder', 'alarm', 'flashlight', 'us', 'camera', 'led', 'flash', 'nightlight', 'nightlight', 'light', 'bedroom', 'go', 'bed', 'helpful', 'feature', 'fear', 'darkness', 'light', 'duration', 'set', 'night', 'view', 'night', 'view', 'contains', 'graph', 'visually', 'show', 'long', 'still', 'sleep', 'night', 'view', 'optimized', 'used', 'night', 'easy', 'alarm', 'time', 'setting', 'quickly', 'set', 'alarm', 'time', 'dragging', 'alarm', 'time', 'bar', 'dragging', 'continuously', 'calculates', 'show', 'long', 'sleep', 'color', 'theme', 'gentle', 'alarm', 'clock', 'adapts', 'perfectly', 'phone', 'color', 'theme', 'live', 'tile', 'live', 'tile', 'show', 'long', 'slept', 'last', 'night']",Health & fitness
1842,,"['application', 'wonderful', 'place', 'relax', 'sleep', 'sound', 'soothing', 'rain', 'check', 'sound', 'nature', 'aplicativo', 'maravilhoso', 'para', 'relaxar', 'e', 'dormir', 'son', 'de', 'chuva', 'muito', 'tranquilizante', 'confira', 'agora', 'alguns', 'des', 'son', 'da', 'natureza']",Health & fitness
1843,,"['save', 'eye', 'damage', 'due', 'long', 'hour', 'working', 'pc', 'save', 'eye', 'sends', 'reminder', 'take', 'break', 'back', 'work', 'take', 'care', 'eye', 'becomes', 'much', 'easier', 'doctor', 'recommend', 'break', 'minute', 'every', 'minute', 'work', 'hour', 'customize', 'application', 'suit', 'need']",Health & fitness
1849,,"['clarus', 'phr', 'personal', 'health', 'record', 'record', 'track', 'manage', 'health', 'information', 'clarus', 'phr', 'help', 'organized', 'able', 'track', 'vital', 'sign', 'medication', 'immunization', 'well', 'visit', 'doctor', 'clarus', 'phr', 'gain', 'valuable', 'insight', 'health', 'condition', 'helping', 'achieve', 'health', 'goals.1', 'vital', 'sign', 'bmi/height/weight', 'blood', 'pressure', 'temperature', 'pulse', 'respiratory', 'rate', 'uric', 'acid', 'blood', 'sugar', 'platelet', 'count', 'red', 'blood', 'cell', 'whitebloodcell', 'hematocrit', 'medication', 'history', 'medicine', 'name', 'dosage', 'reason', 'taking', 'medication', 'prescribing', 'physician3', 'allergy', 'history', 'list', 'existing', 'past', 'allergy', 'track', 'occurrences.4', 'diagnostics', 'history', 'record', 'visit', 'physician', 'well', 'diagnosis', 'result', 'treatment', 'plan5', 'immunization', 'history', 'record', 'track', 'immunizations6', 'procedure', 'history', 'keep', 'record', 'medical', 'procedure']",Health & fitness
1926,,"['list', 'user', 'various', 'fruit', 'fact', 'nutrition', 'protein', 'vitamin', 'fact']",Health & fitness
1988,,"['healthy', 'food', 'life', 'contain', 'two', 'type', 'food', 'fruit', 'vegetable', 'contain', 'fruit', 'vegetable', 'description', 'benefit', 'helpful', 'select', 'food', 'keep', 'body', 'good', 'health', 'condition']",Health & fitness
2022,,"['body', 'mass', 'index', 'bmi', 'heuristic', 'proxy', 'human', 'body', 'fat', 'based', 'individual', 'weight', 'height', 'essential', 'body', 'fat', 'necessary', 'maintain', 'life', 'reproductive', 'function', 'target', 'weight', 'allows', 'calculate', 'body', 'mass', 'index', 'detail', 'calculate', 'body', 'mass', 'index', 'bmi', 'lean', 'body', 'mass', 'lbm', 'fat', 'mass', 'fm', 'basal', 'metabolic', 'rate', 'mbr', 'ideal', 'weight', 'different', 'system', 'calculation', 'totally', 'accepted', 'unit', 'measurement', 'cm', 'kg', 'lb', 'available', 'italian', 'english']",Health & fitness
2068,,"['track', 'strava', 'client', 'wp8', 'including', 'ability', 'upload', 'activity', 'catch', 'club', ""'re"", 'member', 'plea', 'note', 'quite', 'finished', 'thing', 'may', 'work', 'change', 'time', 'time', 'issue', 'please', 'l3v5y', 'live.co.uk', '3rd', 'party', 'application', 'official', 'application', 'strava', 'inc']",Health & fitness
2110,,"['smoking', 'develop', 'special', 'stop', 'smoking', 'plan', 'based', 'character', 'motivation', 'following', 'lot', 'step', 'quiz', 'configure', 'start', 'application', 're-configure', 'charm', 'bar', 'setting', 'setting', 'configuration', 'notification', 'tip', 'time', 'used', 'smoke', 'know', 'many', 'day', 'since', 'quits', 'smoking', 'read', 'best', 'stop', 'smoking', 'program', 'tip', 'information', 'smoker', 'quit', 'stay', 'stopped', 'longer', 'developed', 'mohamed', 'zaky', 'application', 'factory', 'intern', 'designed', 'mohamed', 'ashraf', 'application', 'factory', 'intern']",Health & fitness
2145,,"['record', 'blood', 'test', 'result', 'display', 'chart', 'make', 'easier', 'compare', 'past', 'data', 'important', 'compare', 'data', 'past', 'health', 'checkup', 'record', 'whether', 'number', 'changing', 'significantly', 'first', 'select', 'set', 'item', 'menu', 'register', 'item', 'monitor', 'choose', 'item', 'registered', 'advance', 'register', 'item', 'defined', 'select', 'data', 'entry', 'menu', 'enter', 'data']",Health & fitness
2157,,"['check', 'hearing', 'health', 'audiometer', 'people', 'us', 'headphone', 'listen', 'loud', 'music', 'long', 'slowly', 'damage', 'ear', 'specially', 'targeted', 'young', 'people', 'come', 'people', 'check', 'keep', 'checked', 'also', 'challenge', 'user', 'keep', 'audition', 'health', 'headphone', 'two', 'minute', 'family', 'friend']",Health & fitness
